index,title,cast,director,keywords,genres,soup
10550,Count Dracula,"['christopherlee', 'klauskinski', 'herbertlom']",jesúsfranco,"['dracula', 'blood', 'gothichorror']",['horror'],"['dracula', 'blood', 'gothichorror', 'christopherlee', 'klauskinski', 'herbertlom', 'jesúsfranco', 'horror']"
10551,The Brides of Dracula,"['petercushing', 'martitahunt', 'yvonnemonlaur']",terencefisher,"['castle', 'dracula', 'boardingschool']",['horror'],"['castle', 'dracula', 'boardingschool', 'petercushing', 'martitahunt', 'yvonnemonlaur', 'terencefisher', 'horror']"
10552,The Stratton Story,"['jamesstewart', 'juneallyson', 'frankmorgan']",samwood,[],['drama'],"['jamesstewart', 'juneallyson', 'frankmorgan', 'samwood', 'drama']"
10553,The House That Dripped Blood,"['christopherlee', 'petercushing', 'nyreedawnporter']",peterduffell,"['scotlandyard', 'anthology', 'investigator']","['horror', 'mystery']","['scotlandyard', 'anthology', 'investigator', 'christopherlee', 'petercushing', 'nyreedawnporter', 'peterduffell', 'horror', 'mystery']"
10554,Night of the Big Heat,"['christopherlee', 'patrickallen', 'petercushing']",terencefisher,"['island', 'sheep', 'alien']","['sciencefiction', 'horror', 'thriller']","['island', 'sheep', 'alien', 'christopherlee', 'patrickallen', 'petercushing', 'terencefisher', 'sciencefiction', 'horror', 'thriller']"
10555,The Gorgon,"['christopherlee', 'petercushing', 'barbarashelley']",terencefisher,"['legend', 'hammerhorror', 'gorgon']","['horror', 'fantasy']","['legend', 'hammerhorror', 'gorgon', 'christopherlee', 'petercushing', 'barbarashelley', 'terencefisher', 'horror', 'fantasy']"
10556,Night of the Lepus,"['stuartwhitman', 'janetleigh', 'rorycalhoun']",williamf.claxton,"['rabbit', 'deadfamily', 'giantanimal']","['horror', 'sciencefiction']","['rabbit', 'deadfamily', 'giantanimal', 'stuartwhitman', 'janetleigh', 'rorycalhoun', 'williamf.claxton', 'horror', 'sciencefiction']"
10557,The Match Factory Girl,"['katioutinen', 'elinasalo', 'eskonikkari']",akikaurismäki,"['poison', 'factoryworker', 'isolation']","['drama', 'comedy']","['poison', 'factoryworker', 'isolation', 'katioutinen', 'elinasalo', 'eskonikkari', 'akikaurismäki', 'drama', 'comedy']"
10558,Zombie and the Ghost Train,"['siluseppälä', 'marjoleinonen', 'mattipellonpää']",mikakaurismäki,[],"['music', 'drama', 'comedy']","['siluseppälä', 'marjoleinonen', 'mattipellonpää', 'mikakaurismäki', 'music', 'drama', 'comedy']"
10559,Highball,"['justinebateman', 'noahbaumbach', 'peterbogdanovich']",noahbaumbach,['independentfilm'],"['comedy', 'romance']","['independentfilm', 'justinebateman', 'noahbaumbach', 'peterbogdanovich', 'noahbaumbach', 'comedy', 'romance']"
10560,Get Rich or Die Tryin',"['50cent', 'joybryant', 'adewaleakinnuoye-agbaje']",jimsheridan,"['lossofmother', 'attemptedmurder', 'career']",['drama'],"['lossofmother', 'attemptedmurder', 'career', '50cent', 'joybryant', 'adewaleakinnuoye-agbaje', 'jimsheridan', 'drama']"
10561,Sword of the Beast,"['mikijirohira', 'gôkatô', 'shimaiwashita']",hideogosha,"['gambling', 'independentfilm', 'ronin']","['action', 'drama', 'foreign']","['gambling', 'independentfilm', 'ronin', 'mikijirohira', 'gôkatô', 'shimaiwashita', 'hideogosha', 'action', 'drama', 'foreign']"
10562,Just Friends,"['ryanreynolds', 'amysmart', 'annafaris']",rogerkumble,"['success', 'change', 'malefemalerelationship']","['comedy', 'romance']","['success', 'change', 'malefemalerelationship', 'ryanreynolds', 'amysmart', 'annafaris', 'rogerkumble', 'comedy', 'romance']"
10563,Syriana,"['georgeclooney', 'mattdamon', 'jeffreywright']",stephengaghan,"['antiterror', 'bomb', 'assassination']","['drama', 'thriller']","['antiterror', 'bomb', 'assassination', 'georgeclooney', 'mattdamon', 'jeffreywright', 'stephengaghan', 'drama', 'thriller']"
10564,Calamari Union,"['sakarikuosmanen', 'pirkka-pekkapetelius', 'patemustajärvi']",akikaurismäki,[],['comedy'],"['sakarikuosmanen', 'pirkka-pekkapetelius', 'patemustajärvi', 'akikaurismäki', 'comedy']"
10565,The Best Intentions,"['samuelfröler', 'pernillaaugust', 'maxvonsydow']",billeaugust,"['biography', 'theologystudent']","['drama', 'romance']","['biography', 'theologystudent', 'samuelfröler', 'pernillaaugust', 'maxvonsydow', 'billeaugust', 'drama', 'romance']"
10566,La Vie de Bohème,"['mattipellonpää', 'andréwilms', 'kariväänänen']",akikaurismäki,['friendship'],"['comedy', 'drama', 'romance']","['friendship', 'mattipellonpää', 'andréwilms', 'kariväänänen', 'akikaurismäki', 'comedy', 'drama', 'romance']"
10567,Menolippu Mombasaan,[],,['roadmovie'],['drama'],"['roadmovie', 'drama']"
10568,Derailed,"['cliveowen', 'jenniferaniston', 'vincentcassel']",mikaelhåfström,"['prison', 'chicago', 'rape']","['drama', 'thriller']","['prison', 'chicago', 'rape', 'cliveowen', 'jenniferaniston', 'vincentcassel', 'mikaelhåfström', 'drama', 'thriller']"
10569,Creep,"['frankapotente', 'vasblackwood', 'kencampbell']",christophersmith,"['monster', 'subway', 'cellar']","['horror', 'thriller', 'mystery']","['monster', 'subway', 'cellar', 'frankapotente', 'vasblackwood', 'kencampbell', 'christophersmith', 'horror', 'thriller', 'mystery']"
10570,Pride & Prejudice,"['keiraknightley', 'matthewmacfadyen', 'rosamundpike']",joewright,"['bachelor', 'beautiful', 'prejudice']","['drama', 'romance']","['bachelor', 'beautiful', 'prejudice', 'keiraknightley', 'matthewmacfadyen', 'rosamundpike', 'joewright', 'drama', 'romance']"
10571,Keep Your Distance,"['gilbellows', 'jenniferwestfeldt', 'christiankane']",stupollard,['suspense'],"['drama', 'mystery', 'romance']","['suspense', 'gilbellows', 'jenniferwestfeldt', 'christiankane', 'stupollard', 'drama', 'mystery', 'romance']"
10572,Edison,"['morganfreeman', 'kevinspacey', 'justintimberlake']",davidj.burke,"['journalist', 'policebrutality', 'metropolis']",['thriller'],"['journalist', 'policebrutality', 'metropolis', 'morganfreeman', 'kevinspacey', 'justintimberlake', 'davidj.burke', 'thriller']"
10573,Hi-Life,"['campbellscott', 'moirakelly', 'michelledurning']",rogerhedden,"['bar', 'debt', 'gamblingdebt']","['comedy', 'romance']","['bar', 'debt', 'gamblingdebt', 'campbellscott', 'moirakelly', 'michelledurning', 'rogerhedden', 'comedy', 'romance']"
10574,Wolf Creek,"['johnjarratt', 'cassandramagrath', 'kestiemorassi']",gregmclean,"['australian', 'tourist', 'backpacker']","['horror', 'thriller']","['australian', 'tourist', 'backpacker', 'johnjarratt', 'cassandramagrath', 'kestiemorassi', 'gregmclean', 'horror', 'thriller']"
10575,The Descent,"['shaunamacdonald', 'nataliemendoza', 'alexreid']",neilmarshall,"['mutant', 'expedition', 'cave']","['adventure', 'horror']","['mutant', 'expedition', 'cave', 'shaunamacdonald', 'nataliemendoza', 'alexreid', 'neilmarshall', 'adventure', 'horror']"
10576,Summer Interlude,"['maj-brittnilsson', 'birgermalmsten', 'alfkjellin']",ingmarbergman,[],"['romance', 'drama']","['maj-brittnilsson', 'birgermalmsten', 'alfkjellin', 'ingmarbergman', 'romance', 'drama']"
10577,Takeshis',"['takeshikitano', 'kotomikyôno', 'kayokokishimoto']",takeshikitano,"['surreal', 'surrealism']","['comedy', 'drama']","['surreal', 'surrealism', 'takeshikitano', 'kotomikyôno', 'kayokokishimoto', 'takeshikitano', 'comedy', 'drama']"
10578,Forty Guns,"['barbarastanwyck', 'barrysullivan', 'deanjagger']",samuelfuller,['rancher'],"['action', 'western']","['rancher', 'barbarastanwyck', 'barrysullivan', 'deanjagger', 'samuelfuller', 'action', 'western']"
10579,Harry Potter and the Goblet of Fire,"['danielradcliffe', 'rupertgrint', 'emmawatson']",mikenewell,"['magic', 'dyinganddeath', 'broom']","['adventure', 'fantasy', 'family']","['magic', 'dyinganddeath', 'broom', 'danielradcliffe', 'rupertgrint', 'emmawatson', 'mikenewell', 'adventure', 'fantasy', 'family']"
10580,Dinner with Friends,"['dennisquaid', 'andiemacdowell', 'tonicollette']",normanjewison,[],"['comedy', 'drama']","['dennisquaid', 'andiemacdowell', 'tonicollette', 'normanjewison', 'comedy', 'drama']"
10581,Walk the Line,"['joaquinphoenix', 'reesewitherspoon', 'ginnifergoodwin']",jamesmangold,"['germany', 'prison', 'musicrecord']","['drama', 'music', 'romance']","['germany', 'prison', 'musicrecord', 'joaquinphoenix', 'reesewitherspoon', 'ginnifergoodwin', 'jamesmangold', 'drama', 'music', 'romance']"
10582,Rent,"['anthonyrapp', 'adampascal', 'rosariodawson']",chriscolumbus,"['gay', 'sex', 'aids']","['drama', 'romance']","['gay', 'sex', 'aids', 'anthonyrapp', 'adampascal', 'rosariodawson', 'chriscolumbus', 'drama', 'romance']"
10583,A Story of Floating Weeds,"['takeshisakamoto', 'chôkoiida', 'kôjimitsui']",yasujirōozu,[],['drama'],"['takeshisakamoto', 'chôkoiida', 'kôjimitsui', 'yasujirōozu', 'drama']"
10584,My Mother's Smile,"['sergiocastellitto', 'jacquelinelustig', 'chiaraconti']",marcobellocchio,[],[],"['sergiocastellitto', 'jacquelinelustig', 'chiaraconti', 'marcobellocchio']"
10585,Fists in the Pocket,"['loucastel', 'paolapitagora', 'marinomasé']",marcobellocchio,"['epilepsy', 'alienation', 'epileptic']","['drama', 'horror', 'foreign']","['epilepsy', 'alienation', 'epileptic', 'loucastel', 'paolapitagora', 'marinomasé', 'marcobellocchio', 'drama', 'horror', 'foreign']"
10586,Zathura: A Space Adventure,"['jonahbobo', 'joshhutcherson', 'daxshepard']",jonfavreau,"['adventure', 'house', 'alien']","['family', 'fantasy', 'sciencefiction']","['adventure', 'house', 'alien', 'jonahbobo', 'joshhutcherson', 'daxshepard', 'jonfavreau', 'family', 'fantasy', 'sciencefiction']"
10587,CRAZY,"['marc-andrégrondin', 'danielleproulx', 'michelcôté']",jean-marcvallée,"['gay', 'brotherbrotherrelationship', 'fathersonrelationship']",['drama'],"['gay', 'brotherbrotherrelationship', 'fathersonrelationship', 'marc-andrégrondin', 'danielleproulx', 'michelcôté', 'jean-marcvallée', 'drama']"
10588,Lonesome Jim,"['caseyaffleck', 'kevincorrigan', 'livtyler']",stevebuscemi,"['sexuality', 'parentchildrelationship', 'indiana']","['comedy', 'drama', 'romance']","['sexuality', 'parentchildrelationship', 'indiana', 'caseyaffleck', 'kevincorrigan', 'livtyler', 'stevebuscemi', 'comedy', 'drama', 'romance']"
10589,Our Vines Have Tender Grapes,"['edwardg.robinson', ""margareto'brien"", 'jamescraig']",royrowland,"['smalltown', 'wisconsin', 'farm']",['drama'],"['smalltown', 'wisconsin', 'farm', 'edwardg.robinson', ""margareto'brien"", 'jamescraig', 'royrowland', 'drama']"
10590,Sarah Silverman: Jesus Is Magic,"['sarahsilverman', 'brianposehn', 'laurasilverman']",liamlynch,['stand-upcomedy'],['comedy'],"['stand-upcomedy', 'sarahsilverman', 'brianposehn', 'laurasilverman', 'liamlynch', 'comedy']"
10591,Bee Season,"['richardgere', 'floracross', 'maxminghella']",scottmcgehee,[],"['drama', 'family']","['richardgere', 'floracross', 'maxminghella', 'scottmcgehee', 'drama', 'family']"
10592,Breakfast on Pluto,"['cillianmurphy', 'liamneeson', 'ruthnegga']",neiljordan,"['transvestism', 'londonengland', 'gay']","['drama', 'comedy']","['transvestism', 'londonengland', 'gay', 'cillianmurphy', 'liamneeson', 'ruthnegga', 'neiljordan', 'drama', 'comedy']"
10593,The Ice Harvest,"['johncusack', 'billybobthornton', 'laraphillips']",haroldramis,"['nudity', 'stripclub', 'stripper']","['action', 'adventure', 'comedy']","['nudity', 'stripclub', 'stripper', 'johncusack', 'billybobthornton', 'laraphillips', 'haroldramis', 'action', 'adventure', 'comedy']"
10594,"Yours, Mine & Ours","['dennisquaid', 'renerusso', 'seanfaris']",rajagosnell,"['bigfamily', 'family', 'blendedfamily']","['comedy', 'family', 'romance']","['bigfamily', 'family', 'blendedfamily', 'dennisquaid', 'renerusso', 'seanfaris', 'rajagosnell', 'comedy', 'family', 'romance']"
10595,In The Mix,"['usherraymond', 'chazzpalminteri', 'emmanuellechriqui']",ronunderwood,[],"['action', 'comedy', 'drama']","['usherraymond', 'chazzpalminteri', 'emmanuellechriqui', 'ronunderwood', 'action', 'comedy', 'drama']"
10596,The Libertine,"['johnnydepp', 'samanthamorton', 'johnmalkovich']",laurencedunmore,"['londonengland', 'sex', 'dyinganddeath']","['drama', 'romance']","['londonengland', 'sex', 'dyinganddeath', 'johnnydepp', 'samanthamorton', 'johnmalkovich', 'laurencedunmore', 'drama', 'romance']"
10597,First Descent,"['shaunwhite', 'hannahteter', 'shawnfarmer']",kempcurly,['sport'],['documentary'],"['sport', 'shaunwhite', 'hannahteter', 'shawnfarmer', 'kempcurly', 'documentary']"
10598,The Wild Geese,"['richardburton', 'rogermoore', 'richardharris']",andrewv.mclaglen,"['africa', 'kidnapping', 'mercenary']","['action', 'thriller', 'war']","['africa', 'kidnapping', 'mercenary', 'richardburton', 'rogermoore', 'richardharris', 'andrewv.mclaglen', 'action', 'thriller', 'war']"
10599,Hondo,"['johnwayne', 'geraldinepage', 'wardbond']",johnfarrow,"['apache', 'nativeamerican', 'militaryofficer']",['western'],"['apache', 'nativeamerican', 'militaryofficer', 'johnwayne', 'geraldinepage', 'wardbond', 'johnfarrow', 'western']"
10600,The Bird with the Crystal Plumage,"['tonymusante', 'suzykendall', 'enricomariasalerno']",darioargento,"['basedonnovel', 'psychopath', 'serialkiller']","['horror', 'mystery', 'thriller']","['basedonnovel', 'psychopath', 'serialkiller', 'tonymusante', 'suzykendall', 'enricomariasalerno', 'darioargento', 'horror', 'mystery', 'thriller']"
10601,A Good Woman,"['helenhunt', 'scarlettjohansson', 'tomwilkinson']",mikebarker,"['italy', 'basedonplayormusical', 'gossip']","['comedy', 'drama', 'romance']","['italy', 'basedonplayormusical', 'gossip', 'helenhunt', 'scarlettjohansson', 'tomwilkinson', 'mikebarker', 'comedy', 'drama', 'romance']"
10602,Gate of Flesh,"['jôshishido', 'kôjiwada', 'yumikonogawa']",seijunsuzuki,"['sex', 'eroticism', 'prostitution']",['drama'],"['sex', 'eroticism', 'prostitution', 'jôshishido', 'kôjiwada', 'yumikonogawa', 'seijunsuzuki', 'drama']"
10603,Brides,"['evisaoulidou', 'victoriaharalabidou', 'andréaferréol']",pantelisvoulgaris,[],"['drama', 'foreign', 'romance']","['evisaoulidou', 'victoriaharalabidou', 'andréaferréol', 'pantelisvoulgaris', 'drama', 'foreign', 'romance']"
10604,The Evil of Frankenstein,"['petercushing', 'peterwoodthorpe', 'duncanlamont']",freddiefrancis,"['castle', 'frankenstein', 'madscientist']","['horror', 'sciencefiction']","['castle', 'frankenstein', 'madscientist', 'petercushing', 'peterwoodthorpe', 'duncanlamont', 'freddiefrancis', 'horror', 'sciencefiction']"
10605,The Clockmaker of St. Paul,"['philippenoiret', 'jeanrochefort', 'jacquesdenis']",bertrandtavernier,"['paris', 'fathersonrelationship', '1970s']","['thriller', 'drama', 'crime']","['paris', 'fathersonrelationship', '1970s', 'philippenoiret', 'jeanrochefort', 'jacquesdenis', 'bertrandtavernier', 'thriller', 'drama', 'crime']"
10606,Welcome to the Roses,"['jeandujardin', 'carolebouquet', 'loràntdeutsch']",francispalluau,[],['comedy'],"['jeandujardin', 'carolebouquet', 'loràntdeutsch', 'francispalluau', 'comedy']"
10607,The Driver,"[""ryano'neal"", 'brucedern', 'isabelleadjani']",walterhill,"['auto', 'gritty']","['action', 'crime', 'drama']","['auto', 'gritty', ""ryano'neal"", 'brucedern', 'isabelleadjani', 'walterhill', 'action', 'crime', 'drama']"
10608,Mondovino,[],jonathannossiter,[],['documentary'],"['jonathannossiter', 'documentary']"
10609,Sounder,"['cicelytyson', 'paulwinfield', 'kevinhooks']",martinritt,"['dog', 'sharecropper', 'prisoncamp']",['drama'],"['dog', 'sharecropper', 'prisoncamp', 'cicelytyson', 'paulwinfield', 'kevinhooks', 'martinritt', 'drama']"
10610,Match Point,"['jonathanrhysmeyers', 'scarlettjohansson', 'emilymortimer']",woodyallen,"['lovetriangle', 'londonengland', 'upperclass']","['drama', 'thriller', 'crime']","['lovetriangle', 'londonengland', 'upperclass', 'jonathanrhysmeyers', 'scarlettjohansson', 'emilymortimer', 'woodyallen', 'drama', 'thriller', 'crime']"
10611,Nazarin,"['franciscorabal', 'margalópez', 'ritamacedo']",luisbuñuel,"['prostitute', 'miracle', 'minister']",['drama'],"['prostitute', 'miracle', 'minister', 'franciscorabal', 'margalópez', 'ritamacedo', 'luisbuñuel', 'drama']"
10612,Ziegfeld Follies,"['williampowell', 'judygarland', 'lucilleball']",vincenteminnelli,"['musical', 'revue', 'ziegfeldfollies']","['comedy', 'music']","['musical', 'revue', 'ziegfeldfollies', 'williampowell', 'judygarland', 'lucilleball', 'vincenteminnelli', 'comedy', 'music']"
10613,Lorna,"['lornamaitland', 'markbradley', 'jamesrucker']",russmeyer,"['sex', 'adultery', 'nudity']",['drama'],"['sex', 'adultery', 'nudity', 'lornamaitland', 'markbradley', 'jamesrucker', 'russmeyer', 'drama']"
10614,The Deep,"['robertshaw', 'jacquelinebisset', 'nicknolte']",peteryates,"['diving', 'ocean', 'femalenudity']","['mystery', 'thriller', 'adventure']","['diving', 'ocean', 'femalenudity', 'robertshaw', 'jacquelinebisset', 'nicknolte', 'peteryates', 'mystery', 'thriller', 'adventure']"
10615,The Dying Gaul,"['patriciaclarkson', 'campbellscott', 'petersarsgaard']",craiglucas,['independentfilm'],['drama'],"['independentfilm', 'patriciaclarkson', 'campbellscott', 'petersarsgaard', 'craiglucas', 'drama']"
10616,After Innocence,[],jessicasanders,"['falselyaccused', 'liberationofprisoners', 'exoneration']",['documentary'],"['falselyaccused', 'liberationofprisoners', 'exoneration', 'jessicasanders', 'documentary']"
10617,The Citadel,"['robertdonat', 'rosalindrussell', 'ralphrichardson']",kingvidor,"['wales', 'doctor', 'miningtown']",['drama'],"['wales', 'doctor', 'miningtown', 'robertdonat', 'rosalindrussell', 'ralphrichardson', 'kingvidor', 'drama']"
10618,Beyond the Gates of Splendor,[],jimhanon,[],['documentary'],"['jimhanon', 'documentary']"
10619,A Southern Yankee,"['redskelton', 'briandonlevy', 'arlenedahl']",edwardsedgwick,['confederatespy'],"['comedy', 'history', 'war']","['confederatespy', 'redskelton', 'briandonlevy', 'arlenedahl', 'edwardsedgwick', 'comedy', 'history', 'war']"
10620,Paradise Now,"['alisuliman', 'amerhlehel', 'hiamabbass']",hanyabu-assad,"['individual', 'terror', 'civilwar']","['thriller', 'crime', 'drama']","['individual', 'terror', 'civilwar', 'alisuliman', 'amerhlehel', 'hiamabbass', 'hanyabu-assad', 'thriller', 'crime', 'drama']"
10621,The Kid & I,"['tomarnold', 'ericgores', 'lindahamilton']",penelopespheeris,['womandirector'],"['comedy', 'family']","['womandirector', 'tomarnold', 'ericgores', 'lindahamilton', 'penelopespheeris', 'comedy', 'family']"
10622,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['williammoseley', 'annapopplewell', 'skandarkeynes']",andrewadamson,"['savingtheworld', 'witch', 'basedonnovel']","['adventure', 'family', 'fantasy']","['savingtheworld', 'witch', 'basedonnovel', 'williammoseley', 'annapopplewell', 'skandarkeynes', 'andrewadamson', 'adventure', 'family', 'fantasy']"
